Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk,productivity_level
EMP_0841,53,Male,Japan,Manufacturing,On-site,43,3,5.2,87,1.8,Yes,Medium,Alta
EMP_0842,48,Female,Canada,Manufacturing,Hybrid,40,2,5.8,64,1.2,Yes,Medium,Media
EMP_0843,23,Non-binary,Brazil,Retail,On-site,36,1,4.4,88,9.6,Yes,Low,Alta
EMP_0844,35,Non-binary,USA,Retail,Hybrid,63,5,9.6,70,7.6,No,Medium,Media
EMP_0845,45,Non-binary,France,Tech,Remote,53,7,6.3,43,9.8,No,Low,Media
EMP_0846,22,Female,Singapore,Healthcare,Remote,31,10,4.7,73,2.8,Yes,Medium,Alta
EMP_0847,50,Non-binary,India,Education,On-site,42,1,9.9,100,8.1,Yes,High,Alta
EMP_0848,45,Male,France,Healthcare,On-site,44,10,6.9,87,6.1,Yes,Medium,Alta
EMP_0849,49,Female,UK,Healthcare,On-site,48,10,5.2,49,8.7,Yes,Low,Media
EMP_0850,53,Male,Australia,Healthcare,Hybrid,59,3,9.4,47,4.8,Yes,Low,Media
EMP_0851,35,Male,UK,Manufacturing,On-site,31,3,9.6,60,9.0,No,Low,Media
EMP_0852,38,Non-binary,India,Healthcare,Remote,38,9,7.8,71,0.9,No,Low,Alta
EMP_0853,58,Non-binary,UK,Healthcare,On-site,54,7,7.9,90,5.6,No,Low,Alta
EMP_0854,36,Female,UK,Tech,Remote,37,2,6.0,77,9.4,Yes,High,Alta
EMP_0855,45,Male,France,Retail,Hybrid,30,5,4.4,74,1.9,No,Medium,Alta
EMP_0856,42,Female,Germany,Education,Hybrid,44,2,6.4,74,8.5,No,Low,Alta
EMP_0857,40,Male,India,Healthcare,On-site,39,10,5.7,87,6.7,Yes,High,Alta
EMP_0858,42,Female,Japan,Healthcare,Remote,47,10,6.9,93,2.2,No,High,Alta
EMP_0859,46,Male,France,Finance,Hybrid,43,4,8.2,43,9.2,Yes,Medium,Media
EMP_0860,47,Female,Germany,Manufacturing,Hybrid,55,6,6.5,70,9.9,No,Medium,Media
EMP_0861,26,Non-binary,Australia,Tech,Hybrid,42,9,6.4,48,3.2,Yes,High,Media
EMP_0862,41,Female,Germany,Education,Remote,58,8,5.7,49,2.1,Yes,High,Media
EMP_0863,22,Female,Canada,Manufacturing,Hybrid,39,7,9.7,67,6.8,Yes,Low,Media
EMP_0864,28,Female,India,Finance,Remote,37,9,7.9,77,4.3,Yes,High,Alta
EMP_0865,47,Male,USA,Manufacturing,Remote,55,8,5.8,78,9.5,No,High,Alta
EMP_0866,27,Female,Singapore,Tech,Hybrid,58,6,4.1,47,0.8,No,High,Media
EMP_0867,54,Male,USA,Education,Hybrid,60,5,8.2,46,7.9,Yes,Medium,Media
EMP_0868,52,Non-binary,Singapore,Tech,Hybrid,38,2,6.0,85,9.1,Yes,Medium,Alta
EMP_0869,23,Female,Japan,Education,Hybrid,61,2,7.1,77,5.4,Yes,Low,Alta
EMP_0870,29,Male,Canada,Healthcare,Remote,30,9,6.7,60,1.2,Yes,High,Media
EMP_0871,35,Non-binary,Germany,Manufacturing,Hybrid,46,1,4.5,47,5.1,No,High,Media
EMP_0872,32,Female,USA,Finance,On-site,32,9,9.4,58,6.6,No,Low,Media
EMP_0873,58,Female,France,Education,On-site,64,9,5.3,46,6.6,Yes,Low,Media
EMP_0874,24,Male,Germany,Tech,Remote,38,10,7.3,77,3.6,Yes,High,Alta
EMP_0875,49,Male,Japan,Tech,On-site,54,3,6.4,45,9.4,No,High,Media
EMP_0876,31,Non-binary,Brazil,Manufacturing,Hybrid,47,4,8.3,76,6.6,Yes,Medium,Alta
EMP_0877,31,Female,Singapore,Retail,Remote,45,2,5.6,74,1.1,No,Low,Alta
EMP_0878,43,Non-binary,UK,Tech,On-site,47,3,9.2,54,2.7,Yes,Medium,Media
EMP_0879,36,Female,UK,Manufacturing,Remote,63,5,7.5,91,4.9,No,High,Alta
EMP_0880,58,Female,Japan,Tech,Hybrid,36,1,5.0,100,7.5,Yes,Medium,Alta
EMP_0881,56,Non-binary,Canada,Retail,On-site,38,5,4.1,72,7.1,Yes,Low,Alta
EMP_0882,46,Non-binary,Australia,Manufacturing,Hybrid,53,4,8.1,66,7.1,Yes,Medium,Media
EMP_0883,44,Female,Japan,Tech,On-site,57,9,9.7,96,9.2,Yes,Medium,Alta
EMP_0884,27,Female,Singapore,Tech,Remote,35,2,8.4,100,0.9,Yes,Low,Alta
EMP_0885,40,Non-binary,India,Manufacturing,On-site,62,3,6.9,72,6.9,Yes,Medium,Alta
EMP_0886,22,Non-binary,Brazil,Healthcare,Remote,57,9,8.5,55,9.9,Yes,High,Media
EMP_0887,50,Male,Japan,Finance,Remote,34,6,9.0,72,3.5,Yes,Medium,Alta
EMP_0888,53,Female,Germany,Tech,Remote,51,4,9.0,94,7.7,Yes,Medium,Alta
EMP_0889,41,Female,Australia,Tech,Remote,30,10,6.4,99,3.0,Yes,Medium,Alta
EMP_0890,53,Male,France,Manufacturing,Hybrid,59,6,5.8,46,0.1,Yes,Medium,Media
EMP_0891,44,Male,UK,Retail,On-site,42,2,7.2,97,1.5,Yes,Medium,Alta
EMP_0892,22,Male,Australia,Finance,On-site,55,6,5.8,67,8.9,No,Low,Media
EMP_0893,50,Non-binary,India,Finance,Remote,52,7,4.0,96,8.7,Yes,Low,Alta
EMP_0894,34,Female,USA,Finance,On-site,56,6,9.4,50,6.7,No,High,Media
EMP_0895,39,Male,Singapore,Retail,Hybrid,61,3,5.9,88,7.8,No,High,Alta
EMP_0896,46,Male,UK,Manufacturing,Remote,38,3,6.1,40,7.7,Yes,Low,Baja
EMP_0897,43,Female,Canada,Healthcare,Remote,57,8,5.7,71,0.8,No,Low,Alta
EMP_0898,31,Non-binary,Japan,Finance,Remote,47,2,9.2,84,2.5,No,Low,Alta
EMP_0899,52,Non-binary,UK,Healthcare,Hybrid,62,10,5.1,94,5.9,Yes,Low,Alta
EMP_0900,29,Male,Singapore,Manufacturing,On-site,42,3,6.6,79,2.0,Yes,Medium,Alta
EMP_0901,48,Non-binary,Australia,Healthcare,Hybrid,44,4,6.0,70,0.6,No,High,Media
EMP_0902,25,Female,UK,Tech,On-site,47,6,8.3,55,3.2,Yes,Low,Media
EMP_0903,24,Male,USA,Healthcare,Hybrid,50,4,5.7,57,9.1,Yes,Medium,Media
EMP_0904,33,Female,India,Tech,On-site,49,2,4.6,40,6.8,Yes,Medium,Baja
EMP_0905,45,Non-binary,France,Healthcare,Hybrid,63,10,6.2,81,2.8,No,Low,Alta
EMP_0906,28,Male,Canada,Manufacturing,Remote,42,4,8.2,99,1.0,No,Medium,Alta
EMP_0907,52,Male,Japan,Healthcare,Remote,32,3,5.2,75,7.1,No,Medium,Alta
EMP_0908,50,Non-binary,UK,Retail,Remote,60,7,7.1,100,5.0,Yes,Low,Alta
EMP_0909,39,Non-binary,Germany,Tech,Remote,33,4,8.4,65,5.0,Yes,Low,Media
EMP_0910,50,Non-binary,Singapore,Education,On-site,55,10,5.6,51,0.0,Yes,High,Media
EMP_0911,22,Non-binary,India,Education,Hybrid,63,5,5.8,54,3.0,No,High,Media
EMP_0912,29,Male,Brazil,Manufacturing,Hybrid,45,5,4.2,49,9.4,No,Low,Media
EMP_0913,39,Male,Brazil,Finance,Hybrid,37,1,7.9,80,6.1,No,Medium,Alta
EMP_0914,27,Non-binary,Japan,Tech,Hybrid,38,7,9.4,58,3.2,Yes,High,Media
EMP_0915,22,Female,Brazil,Healthcare,On-site,41,5,9.8,74,6.6,Yes,High,Alta
EMP_0916,46,Non-binary,Australia,Healthcare,Hybrid,43,8,5.3,57,2.0,No,Low,Media
EMP_0917,50,Male,Singapore,Tech,Remote,60,2,7.0,69,1.9,Yes,Low,Media
EMP_0918,58,Female,Germany,Healthcare,On-site,31,5,5.0,51,8.2,Yes,Low,Media
EMP_0919,31,Male,Singapore,Finance,On-site,55,2,8.3,48,7.3,Yes,High,Media
EMP_0920,28,Female,Singapore,Manufacturing,Remote,30,1,4.8,89,0.8,Yes,High,Alta
EMP_0921,22,Male,UK,Education,Hybrid,51,2,5.2,70,7.6,No,Low,Media
EMP_0922,41,Female,India,Finance,Remote,33,9,8.2,80,5.4,Yes,Low,Alta
EMP_0923,28,Non-binary,Australia,Manufacturing,Hybrid,56,3,4.0,54,0.2,No,Medium,Media
EMP_0924,31,Female,Australia,Finance,Hybrid,54,2,7.0,47,2.2,No,Medium,Media
EMP_0925,26,Non-binary,France,Manufacturing,On-site,35,1,7.6,51,4.3,No,High,Media
EMP_0926,33,Non-binary,Singapore,Finance,Hybrid,49,10,8.9,62,8.8,No,Medium,Media
EMP_0927,45,Female,UK,Manufacturing,Remote,39,6,4.9,68,7.2,No,Low,Media
EMP_0928,29,Non-binary,Singapore,Healthcare,On-site,39,2,5.9,48,1.8,No,Medium,Media
EMP_0929,42,Female,Singapore,Retail,Hybrid,56,10,8.8,61,1.4,Yes,Medium,Media
EMP_0930,48,Non-binary,India,Education,Hybrid,61,9,7.2,54,3.8,No,High,Media
EMP_0931,58,Non-binary,Brazil,Healthcare,Remote,45,6,4.0,94,0.2,No,Low,Alta
EMP_0932,29,Male,France,Tech,Remote,48,8,4.9,94,5.5,No,Low,Alta
EMP_0933,35,Male,USA,Healthcare,Remote,37,3,6.3,41,7.0,No,Medium,Media
EMP_0934,25,Non-binary,UK,Healthcare,Hybrid,34,8,9.0,95,1.6,Yes,Medium,Alta
EMP_0935,31,Male,Brazil,Manufacturing,Remote,56,3,8.6,70,7.4,No,Medium,Media
EMP_0936,48,Non-binary,France,Retail,Hybrid,30,5,4.7,43,8.8,Yes,High,Media
EMP_0937,33,Non-binary,Germany,Manufacturing,On-site,57,8,7.3,93,2.6,No,High,Alta
EMP_0938,36,Female,Germany,Tech,Remote,63,7,9.9,48,7.4,No,High,Media
EMP_0939,25,Male,Singapore,Finance,Hybrid,34,8,6.9,81,6.4,No,Low,Alta
EMP_0940,25,Female,Singapore,Finance,On-site,36,2,4.5,78,7.8,No,Low,Alta
EMP_0941,37,Female,Germany,Education,Remote,34,4,7.6,88,9.1,Yes,High,Alta
EMP_0942,34,Non-binary,USA,Finance,On-site,35,10,7.4,76,9.9,No,Low,Alta
EMP_0943,25,Female,UK,Tech,Remote,52,5,9.8,72,1.9,No,High,Alta
EMP_0944,44,Male,UK,Tech,On-site,62,2,7.0,89,1.5,No,Medium,Alta
EMP_0945,59,Male,Australia,Finance,Remote,59,2,9.3,45,9.5,Yes,Low,Media
EMP_0946,31,Non-binary,Germany,Education,Hybrid,63,6,6.7,48,3.4,No,High,Media
EMP_0947,49,Male,Singapore,Finance,Remote,34,3,7.4,71,1.0,Yes,Low,Alta
EMP_0948,41,Non-binary,UK,Retail,Remote,59,6,5.0,58,1.6,No,High,Media
EMP_0949,45,Female,UK,Manufacturing,Remote,59,5,9.9,56,7.6,No,High,Media
EMP_0950,30,Male,Canada,Retail,Remote,53,5,6.4,94,6.2,Yes,Medium,Alta
EMP_0951,45,Non-binary,Canada,Tech,On-site,35,7,7.0,56,8.8,Yes,High,Media
EMP_0952,25,Non-binary,Brazil,Healthcare,Hybrid,30,3,9.1,58,3.8,No,Low,Media
EMP_0953,36,Female,India,Healthcare,Remote,52,8,6.8,74,9.0,No,Low,Alta
EMP_0954,27,Male,UK,Retail,On-site,42,7,6.0,60,3.4,No,Low,Media
EMP_0955,52,Male,Australia,Retail,Remote,64,3,9.7,49,6.4,No,High,Media
EMP_0956,24,Non-binary,Singapore,Manufacturing,On-site,57,8,5.3,53,8.7,No,Medium,Media
EMP_0957,38,Non-binary,Germany,Manufacturing,Remote,34,5,6.4,59,8.7,No,Medium,Media
EMP_0958,55,Male,Australia,Finance,Remote,35,7,6.1,88,3.0,Yes,Medium,Alta
EMP_0959,48,Female,India,Education,Hybrid,40,7,6.1,84,5.7,Yes,High,Alta
EMP_0960,34,Male,Canada,Education,Remote,50,6,4.1,97,4.6,Yes,Medium,Alta
EMP_0961,42,Male,Singapore,Tech,Hybrid,30,8,9.7,94,1.3,No,High,Alta
EMP_0962,59,Male,USA,Finance,Hybrid,42,7,8.2,89,1.7,No,Low,Alta
EMP_0963,44,Male,Brazil,Healthcare,Hybrid,30,6,8.9,41,3.0,No,High,Media
EMP_0964,29,Non-binary,India,Healthcare,On-site,56,7,6.1,93,5.4,No,Low,Alta
EMP_0965,33,Female,Singapore,Tech,Remote,40,9,6.6,58,8.5,No,High,Media
EMP_0966,40,Non-binary,Canada,Manufacturing,Remote,36,2,7.9,79,9.3,Yes,Medium,Alta
EMP_0967,56,Male,India,Education,Hybrid,32,5,9.1,53,2.2,No,High,Media
EMP_0968,46,Male,Brazil,Retail,Remote,52,8,6.5,92,6.4,No,Low,Alta
EMP_0969,45,Male,Japan,Tech,On-site,46,5,9.0,90,9.1,Yes,Low,Alta
EMP_0970,48,Male,USA,Manufacturing,Remote,53,9,8.9,78,3.2,Yes,High,Alta
EMP_0971,49,Male,Japan,Retail,Remote,55,1,8.8,76,4.3,No,High,Alta
EMP_0972,33,Female,France,Education,Remote,57,4,4.6,91,1.3,Yes,High,Alta
EMP_0973,58,Female,Australia,Education,Remote,50,4,4.6,41,4.4,Yes,Low,Media
EMP_0974,56,Male,Canada,Retail,Remote,38,8,7.8,89,3.6,Yes,High,Alta
EMP_0975,36,Female,Brazil,Education,Remote,54,5,8.0,57,0.8,Yes,High,Media
EMP_0976,23,Non-binary,Canada,Manufacturing,Remote,59,10,4.7,49,2.8,Yes,Low,Media
EMP_0977,26,Female,France,Finance,On-site,36,8,8.8,66,0.7,Yes,Low,Media
EMP_0978,48,Female,France,Healthcare,On-site,40,3,5.8,97,1.8,Yes,Low,Alta
EMP_0979,43,Female,India,Education,Hybrid,64,1,5.0,87,2.5,Yes,Low,Alta
EMP_0980,23,Non-binary,USA,Education,Hybrid,39,4,9.2,47,9.0,Yes,Medium,Media
EMP_0981,30,Male,UK,Healthcare,Hybrid,38,5,5.6,52,9.5,No,High,Media
EMP_0982,57,Non-binary,Australia,Retail,Hybrid,61,7,7.1,65,9.2,No,Low,Media
EMP_0983,34,Non-binary,Australia,Retail,Remote,49,3,8.8,86,4.9,No,Medium,Alta
EMP_0984,39,Female,Canada,Manufacturing,Hybrid,54,7,5.2,62,3.7,Yes,Medium,Media
EMP_0985,32,Male,Japan,Tech,Hybrid,56,5,7.6,96,6.5,No,Medium,Alta
EMP_0986,23,Male,Germany,Tech,On-site,41,6,5.5,53,6.6,No,Low,Media
EMP_0987,42,Male,USA,Tech,Hybrid,30,6,5.3,76,8.0,Yes,High,Alta
EMP_0988,26,Female,Australia,Education,Remote,63,4,4.6,57,7.2,Yes,High,Media
EMP_0989,48,Non-binary,Singapore,Tech,On-site,42,4,4.3,71,5.0,No,Medium,Alta
EMP_0990,29,Male,India,Finance,Hybrid,50,10,6.3,76,0.2,Yes,High,Alta
EMP_0991,58,Male,India,Tech,Remote,55,1,9.4,98,5.3,No,High,Alta
EMP_0992,23,Male,India,Manufacturing,On-site,49,5,5.9,62,4.0,No,Medium,Media
EMP_0993,25,Female,Australia,Healthcare,On-site,61,2,9.1,100,6.2,Yes,Low,Alta
EMP_0994,25,Male,Germany,Manufacturing,On-site,57,4,5.0,52,7.2,No,High,Media
EMP_0995,22,Non-binary,USA,Tech,Remote,37,1,9.7,44,2.6,No,Medium,Media
EMP_0996,32,Male,Canada,Retail,Remote,38,6,9.2,88,5.8,No,High,Alta
EMP_0997,50,Non-binary,UK,Education,Hybrid,45,10,6.9,71,9.8,No,High,Alta
EMP_0998,52,Male,UK,Tech,On-site,35,6,7.4,95,2.4,Yes,High,Alta
EMP_0999,26,Male,India,Manufacturing,Remote,30,4,6.8,64,1.9,Yes,Medium,Media
EMP_1000,35,Non-binary,Japan,Education,On-site,49,8,7.9,94,5.0,Yes,Low,Alta
EMP_1001,45,Female,India,Education,Hybrid,42,7,5.1,57,4.2,No,High,Media
EMP_1002,28,Male,India,Manufacturing,Hybrid,37,4,4.1,69,1.9,Yes,Medium,Media
EMP_1003,55,Female,France,Tech,Remote,35,6,6.6,49,4.0,No,High,Media
EMP_1004,43,Male,India,Tech,On-site,36,1,7.9,86,9.3,Yes,Medium,Alta
EMP_1005,34,Female,Germany,Education,On-site,63,10,7.0,67,1.1,Yes,High,Media
EMP_1006,37,Male,Brazil,Manufacturing,Remote,32,10,5.6,44,5.3,No,Low,Media
EMP_1007,47,Female,Singapore,Manufacturing,Remote,47,8,5.2,90,2.0,No,High,Alta
EMP_1008,40,Non-binary,USA,Manufacturing,Remote,62,10,6.9,59,8.5,Yes,Low,Media
EMP_1009,42,Non-binary,UK,Finance,Remote,51,8,4.9,40,6.7,No,Medium,Baja
EMP_1010,23,Male,Australia,Manufacturing,Remote,30,10,6.1,70,5.8,No,Low,Media
EMP_1011,52,Male,USA,Manufacturing,Hybrid,48,4,7.2,50,7.5,Yes,Low,Media
EMP_1012,41,Non-binary,France,Retail,On-site,52,9,5.5,71,2.5,No,Low,Alta
EMP_1013,44,Female,France,Education,Hybrid,60,2,5.6,73,7.3,Yes,Low,Alta
EMP_1014,48,Male,Germany,Tech,On-site,31,4,7.5,84,9.7,No,Low,Alta
EMP_1015,27,Male,Singapore,Healthcare,Remote,47,9,9.4,68,9.9,Yes,Medium,Media
EMP_1016,44,Female,Singapore,Education,On-site,47,5,5.1,77,5.2,No,High,Alta
EMP_1017,29,Female,India,Education,On-site,48,2,9.8,71,9.3,Yes,Medium,Alta
EMP_1018,31,Non-binary,Australia,Education,Hybrid,40,5,6.9,44,8.0,Yes,Medium,Media
EMP_1019,24,Male,Australia,Education,Remote,33,8,5.8,67,3.5,Yes,Low,Media
EMP_1020,38,Male,France,Tech,Hybrid,39,2,8.3,49,10.0,Yes,Medium,Media
EMP_1021,59,Male,Australia,Finance,Remote,60,6,5.5,83,6.4,No,Medium,Alta
EMP_1022,28,Female,Australia,Education,On-site,41,10,6.6,96,3.2,Yes,High,Alta
EMP_1023,34,Female,Germany,Retail,Hybrid,42,5,5.8,59,5.7,No,High,Media
EMP_1024,33,Female,Singapore,Manufacturing,Remote,63,8,8.2,72,9.3,No,Medium,Alta
EMP_1025,44,Female,India,Retail,On-site,59,1,9.5,41,9.6,No,Low,Media
EMP_1026,30,Non-binary,Australia,Finance,Hybrid,62,6,4.8,74,9.0,No,Low,Alta
EMP_1027,47,Male,Singapore,Healthcare,Remote,59,9,6.8,43,0.8,No,High,Media
EMP_1028,28,Female,Canada,Manufacturing,On-site,60,6,9.2,47,7.4,Yes,High,Media
EMP_1029,35,Non-binary,Germany,Education,Hybrid,61,3,5.3,83,6.4,Yes,Medium,Alta
EMP_1030,41,Non-binary,USA,Retail,Hybrid,42,2,4.4,49,6.0,Yes,High,Media
EMP_1031,28,Male,Brazil,Manufacturing,On-site,31,9,6.7,43,9.3,No,Medium,Media
EMP_1032,52,Male,Brazil,Education,On-site,58,10,4.7,49,6.4,Yes,Low,Media
EMP_1033,37,Male,Japan,Healthcare,Hybrid,64,4,6.9,58,2.9,Yes,High,Media
EMP_1034,53,Female,Australia,Retail,On-site,36,8,6.5,67,1.5,No,Medium,Media
EMP_1035,29,Non-binary,Singapore,Manufacturing,Hybrid,49,1,7.9,97,6.6,No,Low,Alta
EMP_1036,44,Male,India,Healthcare,On-site,47,1,9.9,62,5.0,Yes,Medium,Media
EMP_1037,55,Female,Japan,Manufacturing,Remote,39,6,7.9,76,3.4,Yes,Medium,Alta
EMP_1038,41,Female,UK,Healthcare,On-site,54,8,7.6,51,5.8,No,Low,Media
EMP_1039,42,Non-binary,Canada,Tech,Hybrid,55,2,4.3,94,7.3,Yes,Low,Alta
EMP_1040,28,Female,India,Tech,Remote,45,2,9.4,51,7.3,No,Medium,Media
EMP_1041,26,Male,Canada,Tech,Remote,32,2,6.6,63,6.1,Yes,Low,Media
EMP_1042,42,Male,India,Retail,Remote,42,4,5.5,68,6.8,Yes,Low,Media
EMP_1043,32,Female,Japan,Finance,Remote,31,2,5.2,91,1.4,Yes,Medium,Alta
EMP_1044,48,Non-binary,Japan,Manufacturing,On-site,41,9,7.0,93,2.1,No,High,Alta
EMP_1045,44,Female,Canada,Education,Remote,34,8,6.6,64,8.7,Yes,Low,Media
EMP_1046,55,Female,UK,Manufacturing,On-site,44,1,7.6,61,0.2,No,Medium,Media
EMP_1047,46,Non-binary,France,Manufacturing,Remote,48,2,7.2,55,8.5,No,Medium,Media
EMP_1048,25,Non-binary,UK,Education,On-site,46,1,4.2,66,2.6,No,Low,Media
EMP_1049,30,Male,Japan,Healthcare,On-site,33,4,7.0,91,9.5,Yes,Medium,Alta
EMP_1050,26,Female,Canada,Healthcare,Hybrid,35,9,6.9,48,2.7,Yes,Low,Media
EMP_1051,24,Female,Japan,Finance,Hybrid,52,7,6.9,90,8.5,Yes,Low,Alta
EMP_1052,25,Male,Brazil,Education,Hybrid,54,1,7.3,43,3.9,No,High,Media
EMP_1053,30,Female,Singapore,Education,Remote,37,8,4.7,79,9.8,No,Medium,Alta
EMP_1054,34,Female,Singapore,Manufacturing,Remote,44,2,7.5,54,4.1,Yes,Low,Media
EMP_1055,37,Male,UK,Manufacturing,Remote,58,3,5.7,60,3.5,Yes,Medium,Media
EMP_1056,30,Non-binary,Singapore,Retail,Hybrid,37,2,4.5,100,5.4,No,High,Alta
EMP_1057,44,Male,India,Healthcare,On-site,53,9,5.8,81,2.4,No,Medium,Alta
EMP_1058,56,Non-binary,UK,Manufacturing,On-site,56,10,6.9,45,2.0,Yes,High,Media
EMP_1059,36,Female,Japan,Finance,Remote,53,3,4.2,55,7.0,No,Low,Media
EMP_1060,23,Female,USA,Tech,On-site,54,5,9.0,45,0.6,No,Medium,Media
EMP_1061,23,Female,Singapore,Retail,Remote,44,4,6.3,82,4.3,Yes,High,Alta
EMP_1062,41,Male,Japan,Tech,Remote,51,5,8.9,77,2.2,Yes,Medium,Alta
EMP_1063,49,Female,USA,Manufacturing,Hybrid,54,5,9.2,100,5.3,No,High,Alta
EMP_1064,58,Non-binary,Australia,Finance,On-site,59,4,4.8,40,2.8,No,Low,Baja
EMP_1065,37,Non-binary,Australia,Tech,Hybrid,55,1,7.7,63,2.7,No,High,Media
EMP_1066,22,Male,Australia,Education,Hybrid,50,5,9.1,68,4.6,No,Low,Media
EMP_1067,51,Male,France,Retail,Hybrid,43,7,4.4,100,0.8,No,Low,Alta
EMP_1068,50,Male,Australia,Tech,On-site,61,3,5.4,51,1.5,Yes,Low,Media
EMP_1069,29,Non-binary,USA,Finance,Hybrid,62,8,7.5,42,5.5,Yes,Low,Media
EMP_1070,38,Female,USA,Healthcare,On-site,64,1,7.6,62,1.1,No,Low,Media
EMP_1071,54,Male,Brazil,Finance,On-site,53,7,4.4,67,8.8,Yes,Low,Media
EMP_1072,42,Non-binary,France,Tech,On-site,53,8,9.7,58,6.2,Yes,Medium,Media
EMP_1073,24,Female,Germany,Education,Remote,36,10,5.3,60,5.1,No,Low,Media
EMP_1074,46,Non-binary,USA,Healthcare,Hybrid,39,7,8.6,81,0.8,Yes,Low,Alta
EMP_1075,58,Non-binary,Canada,Healthcare,Hybrid,56,9,8.4,94,8.8,Yes,High,Alta
EMP_1076,52,Non-binary,Japan,Education,On-site,50,5,5.2,76,2.9,Yes,Medium,Alta
EMP_1077,37,Female,Brazil,Retail,On-site,37,4,6.7,96,4.1,Yes,Medium,Alta
EMP_1078,57,Non-binary,UK,Tech,Hybrid,60,10,5.4,90,4.2,Yes,High,Alta
EMP_1079,37,Female,Canada,Healthcare,Remote,46,5,6.0,47,0.8,No,High,Media
EMP_1080,31,Non-binary,India,Healthcare,Remote,41,8,4.1,47,4.2,No,High,Media
EMP_1081,28,Male,USA,Retail,Remote,40,2,4.8,95,5.3,No,Medium,Alta
EMP_1082,44,Male,Singapore,Healthcare,Hybrid,45,5,4.7,97,8.2,No,High,Alta
EMP_1083,28,Non-binary,USA,Manufacturing,Hybrid,52,8,9.5,80,4.5,No,Medium,Alta
EMP_1084,52,Non-binary,Germany,Healthcare,Remote,62,2,4.9,40,5.9,No,High,Baja
EMP_1085,51,Female,France,Retail,Remote,62,10,5.7,89,1.0,No,Medium,Alta
EMP_1086,43,Male,Canada,Education,Hybrid,62,7,5.7,64,3.2,Yes,Low,Media
EMP_1087,24,Non-binary,Brazil,Retail,Hybrid,47,10,9.3,60,1.0,No,Low,Media
EMP_1088,29,Female,Australia,Retail,On-site,44,3,5.7,98,2.6,Yes,Low,Alta
EMP_1089,39,Male,UK,Finance,Hybrid,62,3,4.2,97,0.4,Yes,Low,Alta
EMP_1090,53,Male,France,Finance,On-site,57,8,7.1,93,4.5,Yes,High,Alta
EMP_1091,29,Female,Singapore,Retail,On-site,35,3,10.0,86,6.7,No,Low,Alta
EMP_1092,36,Non-binary,UK,Tech,Remote,62,6,5.7,80,7.4,Yes,High,Alta
EMP_1093,42,Male,Singapore,Manufacturing,Hybrid,63,6,5.1,75,6.6,Yes,High,Alta
EMP_1094,22,Male,Germany,Education,On-site,44,4,5.6,49,4.8,Yes,High,Media
EMP_1095,53,Female,Germany,Finance,Hybrid,35,9,9.1,87,2.1,No,Low,Alta
EMP_1096,53,Non-binary,Canada,Finance,Hybrid,41,1,6.5,56,6.1,Yes,High,Media
EMP_1097,44,Female,Japan,Healthcare,Remote,49,4,9.3,82,4.9,No,High,Alta
EMP_1098,44,Non-binary,India,Tech,Remote,44,2,9.8,97,7.5,No,Medium,Alta
EMP_1099,50,Female,Brazil,Healthcare,On-site,37,3,6.8,60,6.6,No,High,Media
EMP_1100,47,Non-binary,Germany,Retail,On-site,56,4,4.2,57,5.1,No,Low,Media
EMP_1101,57,Female,Australia,Healthcare,On-site,56,7,8.9,67,4.0,Yes,Medium,Media
EMP_1102,53,Non-binary,Brazil,Tech,Hybrid,32,5,6.7,54,5.7,Yes,High,Media
EMP_1103,35,Non-binary,UK,Education,Hybrid,51,3,7.6,41,9.5,Yes,Medium,Media
EMP_1104,27,Non-binary,France,Tech,Hybrid,34,1,7.1,63,5.4,Yes,High,Media
EMP_1105,47,Non-binary,Brazil,Tech,Remote,53,6,6.5,75,7.3,Yes,Low,Alta
EMP_1106,23,Non-binary,UK,Education,On-site,61,1,4.9,59,0.2,Yes,Low,Media
EMP_1107,39,Non-binary,UK,Retail,Hybrid,55,3,8.9,96,2.7,Yes,Low,Alta
EMP_1108,26,Non-binary,Singapore,Manufacturing,Remote,64,10,9.5,46,7.4,No,Low,Media
EMP_1109,41,Female,Singapore,Education,Hybrid,31,5,5.6,52,1.0,No,Medium,Media
EMP_1110,40,Female,UK,Finance,On-site,47,8,5.7,84,5.3,Yes,Medium,Alta
EMP_1111,23,Female,Singapore,Tech,Hybrid,36,8,5.3,41,4.0,Yes,Medium,Media
EMP_1112,45,Female,Canada,Manufacturing,Hybrid,49,6,4.9,80,9.8,Yes,High,Alta
EMP_1113,32,Male,India,Education,Remote,35,3,6.4,93,4.7,Yes,Low,Alta
EMP_1114,53,Female,Singapore,Tech,Hybrid,51,3,4.2,84,5.7,No,Low,Alta
EMP_1115,39,Non-binary,Brazil,Education,On-site,64,8,5.9,81,2.4,No,High,Alta
EMP_1116,52,Non-binary,Japan,Healthcare,Hybrid,35,2,6.6,44,3.8,Yes,Low,Media
EMP_1117,55,Non-binary,UK,Finance,Remote,58,2,4.2,67,5.0,No,Low,Media
EMP_1118,57,Female,Singapore,Manufacturing,On-site,37,7,10.0,86,9.2,No,High,Alta
EMP_1119,42,Non-binary,France,Education,Hybrid,40,3,5.7,83,2.0,No,High,Alta
EMP_1120,38,Female,India,Finance,On-site,38,3,7.1,93,4.7,No,Medium,Alta
